topic,hashtag,tweet_id,image_path,sample_path,body_text,image_text,text_with_OCR
AsianHate,ChinaVirus,1298049529661595648,./data_AsianHate/ChinaVirus/tweets4/EgOZKpsWkAMuRkV.jpg,,"@CloudedMind17 @nathannotts @herosnvrdie69 Constitution does matter. That’s why need for these checkups to protect the citizens from criminals.

Dems LOVE criminals.

Criminals LOVE democrat governed areas 

#ZeroDollarBail
#CommutationOfPrisonsentenece due to #chinaVirus

#SilentMajority is waking up. Don’t keep prodding https://t.co/AERr00X6td",,If FASCISM EVER COMES WILL COME IN THE NAME OF LIBERALISM tee te ae ITS HE
Political,Election2020,1299104719647002624,./data_Political/Election2020/tweets4/EgdYtVjWAAAC5Op.jpg,,"Trump is a Virus. Get yours at Stickeremia. (Link in the description)
.⁠
.⁠
.⁠
.⁠
.⁠
#Etsy #EtsyShop #Election #Election2020 #Trump #TrumpVirus #DonaldTrump #Biden #JoeBiden #KamalaHarris #POTUS #Stickers #PinButton #Mask #FaceMask #Pandemic #COVID #COVID19 #Coronavirus https://t.co/Xl8oTJ7f08",,
Political,maga,1292648864529473537,./data_Political/maga/tweets2/EfBpStNXsAEUZYK.jpg,,"The Democrats ""DEMON-RATS"" don't know what they're doing anyway! We have your back President Trump! #MAGA #Trump2020Landslide #WeLoveYouPresidentTrump2020 https://t.co/f2ne5beTM9",,YOu OW MY
AsianHate,CCPVirus,1295069132711436289,./data_AsianHate/CCPVirus/tweets3/Efj-eJDWoAUY4rS.jpg,,"@RealJamesWoods I don't see what the problem is with gates promoting vaccines, what could possibly go wrong?? I'll certainly be in the queue for a double dose, I don't want the #CCPVirus https://t.co/XuETTff2bB",,The world that tip toa bout rea nine neat lo ill Gate Oe eA roup id
Boomer,trumpliesamericansdie,1293344827480985606,./data_Boomer/trumpliesamericansdie/tweets2/EfLiQpPXsAEpBfQ.jpg,,"@realDonaldTrump @seanhannity @FoxNews #LiarInChief is now the #LoserInChief. You can’t lie your way out of your criminal incompetence. You can’t cheat your way out of losing. @realDonaldTrump is finished.
#TrumpLiesAmericansDie
#BidenHarris2020 https://t.co/quTmVKqDDe",,ELECTION The New Times Poll UNIVERSITY FOX
Vaccine,CoronavirusVaccine,1298364956426076160,./data_Vaccine/CoronavirusVaccine/tweets4/EgS4DC2WoAA5CYO.jpg,./annotation_data/Vaccine/EgS4DC2WoAA5CYO.jpg,"Unlike flu shots, COVID-19 vaccine injury cases will go through a little-used court that critics call a ""black hole"" for payouts. #COVID19 #Coronavirus #COVID19Vaccine #CoronavirusVaccine #Vaxxed #VaccineInjury #VaccineCourt #VICP #VaccineSideEffects  — https://t.co/E85DnuzIuw https://t.co/H4tkPl9bCL",,in an aa Vaccine Period
AsianHate,ChinaVirus,1292219261038014468,./data_AsianHate/ChinaVirus/tweets2/Ee7h3VDX0AIxN2d.jpg,,@SpeakerPelosi &amp; Cryin' Chuck @SenSchumer are left holding a huge pile of #ChinaVirus pork on the side of the road as @realDonaldTrump is helping Americans #MakeAmericaGreatAgain!! https://t.co/ciEjrPxOo2,,eye Fag ey He te ae DEMOCRATIC RESPONSE
Political,Trump2020,1294831816784769024,./data_Political/Trump2020/tweets3/EfgqrBFUcAA-0VI.jpg,,#savethekids #trump2020 the only way to save and protect our kids is to elect people like @DanRodimer and @realDonaldTrump. Tonight's protest was a pro trump protest as I gained multiple contacts that want to help the campaign. https://t.co/WPzOxpbmTe,,OUR we ae Se
Immigration,cdnpoli,1295030047095562241,./data_Immigration/cdnpoli/tweets3/Efje9v0XYAEPriV.jpg,./annotation_data/Immigration/Efje9v0XYAEPriV.jpg,I can't believe how awful Liberal Twitter is #WEscandal #cdnpoli https://t.co/4qEH17i8f5,,Let me get this you think with racism is do and tired of theyre not
Vaccine,BillGatesBioTerrorist,1292917460182740997,./data_Vaccine/BillGatesBioTerrorist/tweets2/EfFdZ_6WkAcqMOT.jpg,./annotation_data/Vaccine/EfFdZ_6WkAcqMOT.jpg,"The #MSM never asking #Trump about any of this make sense to you?
 
1. #Soros (funding #Antifa, #BLM, election rigging)
2. #BillGatesBioTerrorist
3. #Fauci's same scam with #AIDS (no vaccine or cure still?)
4  How bad #5G is
5. #Globalists #Plandemic #Scamdemic

Kinda obvious no? https://t.co/HvYe2ViDMp",,
Political,maga,1297245730592129025,./data_Political/maga/tweets4/EgC-HfVWAAAbv5H.jpg,,"Remember, surround yourself with people you trust. #VoteBidenHarrisToSaveAmerica

#wiunion #wiright #wipolitics #democRATs #demonicRATs #PervertsINC #MAGA @NRA #NRA https://t.co/0Prm4m57He",,fi rust Joe Trust Me
Vaccine,BillGatesBioTerrorist,1295970892275691520,./data_Vaccine/BillGatesBioTerrorist/tweets3/Efw2qHYXoAAbRJm.jpg,./annotation_data/Vaccine/Efw2qHYXoAAbRJm.jpg,"Where is Robbie Trump now?
How come when ppl speak out against the #DeepstateDemons, they go missing or Worst?
#sadsadsad #nesara #gesara #BillGatesBioTerrorist #arrestthisScumbag https://t.co/9JetBnTqZ0",,Trump Bill will be in prison before the year is over AGAINST HUMANITY wove ne
AsianHate,ChinaVirus,1296431730518306816,./data_AsianHate/ChinaVirus/tweets3/Ef3ZyFKVoAASIUI.jpg,,"@MarshaBlackburn It’s a #CCPVirus #ChinaVirus 

#ChinaLiedPeopleDied 
#antichinazi https://t.co/g0fbwlgsyV",,cAy ca Ce lai
AsianHate,wuhanvirus,1292643935454728192,./data_AsianHate/wuhanvirus/tweets2/EfBkIykX0AAJWyB.jpg,,Export #WuhanVirus #hogweed #fakedriverlicensefromChina and info stealing from #Tiktok What else? #BoycottChineseProducts #AntiChinazi https://t.co/voGHnOUTD8 https://t.co/Y1YXQX6GQi,,Ka Li dill all FREE ni now and also free shipping
AsianHate,ChinaVirus,1295710074665459715,./data_AsianHate/ChinaVirus/tweets3/EftJcQkVoAAJpH3.jpg,,"Screw the world and enjoy pool parties. The Chinese conspiracy.
The world should unite against them.
#China #ChinaVirus #COVIDIOTS #CoronavirusOutbreak #CoronavirusIndia #Putin #Covid_19 #Covid19 #COVID19India #worldagainstCHINA #boycottChina #wuhan #wuhanparty #WuhanCoronavirus https://t.co/pmPYt1UPTw",,HE an es Be as Pa oe Bes Fu ape Ni pee ha aa ad By Meanwhile in so fe much for social Ae in AW
Immigration,immigration,1300178233577689090,./data_Immigration/immigration/tweets5/EgspNpQXsAgILkd.jpg,./annotation_data/Immigration/EgspNpQXsAgILkd.jpg,"@SenMarkey and @RepJoeKennedy answered questions about #DACAE, #TPSholders, #immigration reform, and relief for immigrant families during the #COVID19 pandemic and its aftermath. Please share widely! https://t.co/1Q7NzPiXfL https://t.co/HYnHgF0lVD",,Immigration with Ae Lay Rep Joe Sen
Immigration,buildthewall,1296472923100844045,./data_Immigration/buildthewall/tweets3/Ef3_QFqU4AAuS8M.jpg,./annotation_data/Immigration/Ef3_QFqU4AAuS8M.jpg,@GovInslee Who’d a thunk this was a grift? #BuildTheWall 😂😂😂 https://t.co/yZl8w34DNl,,ae ce Re it Se area We The People Will Fund The Wall
Immigration,buildthewall,1292237371359006722,./data_Immigration/buildthewall/tweets2/Ee7zCpLXkAEDNkO.jpg,./annotation_data/Immigration/Ee7zCpLXkAEDNkO.jpg,"Exchange between Stephen Miller and Jim Acosta on Statue of Liberty &amp; Immigration (C-SPAN)
Aug 2, 2017

6 minutes 51 seconds

VIDEO https://t.co/BZkQeS7RNw

#BuildTheWall #FinishTheWall
#QuikTake qt-rv-062 by #borderObserver https://t.co/yDpbkHhe07",,Ere WHIT St TON on be ca re HOUSE ae nee be al
Vaccine,VaccinesWork,1292854360846807040,./data_Vaccine/VaccinesWork/tweets2/EfEkMCGXgAERoRd.jpg,./annotation_data/Vaccine/EfEkMCGXgAERoRd.jpg,Long-lasting infections with high-risk #HPVs can cause certain types of cancers. #HPVvaccination protects infection. Learn how @KCPubHealth has been engaging teens to promote #HPVvax thru peer-to-peer education:  https://t.co/fPZ99L7vy2 #VaccinesWork https://t.co/zcKcdHNSBj,,My Ea ba getting cancer wale Re om Pane Vaccine wi
Immigration,cdnpoli,1298436198633844736,./data_Immigration/cdnpoli/tweets4/EgT4029UMAAaFJf.jpg,./annotation_data/Immigration/EgT4029UMAAaFJf.jpg,@jessecmccormick More pandering and division. What if all #Canadians were equal? No more racist @liberal_party policy’s. #ThankYouForYourDonation #TrudeauResignNOW #cdnpoli https://t.co/tv49C7HSrL,,The Face of Racism
Boomer,karen,1290980931277185026,./data_Boomer/karen/tweets1/Eep8UMvU0AAzCi8.jpg,,Duplex 3 Bedroom (All En-suite) - Kilimani https://t.co/n4Y1ePUEAS #realestate #realestateagent #Karen #Homes #Houses #bungalow #Villas #Holidays #vacaymode #Affordable#GatedCommunity #Furnished #Plots #LandforSale #nairobi #ForSale #coronaviruskenya #Realtor... https://t.co/780na8KCAK,,we an conga ae er er
Political,maga,1296553228385964032,./data_Political/maga/tweets3/Ef5IR73UYAAPhqR.jpg,,@CNNPolitics When counting to 5 proves to be problematic... #MAGA https://t.co/fWJGNuUwex,,
Political,maga,1294760674057424896,./data_Political/maga/tweets3/Effp9q0XsAEaFaY.jpg,,Hialeah office is now open! #Cat5Cavalry #LeadRight #KAG2020🇺🇸 #RPOF #TrumpVictory #HialeahforTrump #CubansForTrump #Region11 #MAGA https://t.co/10Py5gqniU,,ama PENCE err Pes if ae ma on are ae ode WA te of fog ae
AsianHate,wuhanvirus,1294741323367559176,./data_AsianHate/wuhanvirus/tweets3/EffYXzXXoAswrvJ.jpg,,"Teen vapers up to 7 times more likely to get COVID-19 than non-e-cig users, says new Stanford study | Curated on - https://t.co/afU80iVaUg #WUHANVIRUS #VAPING #OVERBLOWN https://t.co/haQ7kTNwH2",,
Mask,WearAMask,1292178004551110656,./data_Mask/WearAMask/tweets2/Ee69C6JXoAAbj-S.jpg,,"You STILL have to #WearAMask even just for quick shopping (...for *now*) -- cause that's what HE WOULD DO.

#StarWars https://t.co/Qq1SzZF9ev",,iD ALWAYS TO STATION ewe BUT WHEN DO ITS TO PICK UP SOME POWER
Boomer,karen,1297073737255157762,./data_Boomer/karen/tweets4/EgAhsFvUwAAEi91.jpg,,"@Nobodyc45925467 @pinkrangerlesbo @Papichi505 @HammerDropper81 @lhbncht @TIM______ @jssacramento @InmateRedux @MelindaAnnRive @MrAtheistPants @MajorCovfefe @realDonaldTrump @JoeBiden @show_sharp @heyk1967 @adriana_donati @sweetmak @MagaMan4201 @Brand0nOrtiz @SJPFISH @jefferymyers @itisyaya Since we had a little #Karen complain I deleted the tweet 

Obviously this is a joke pic👇 https://t.co/xC1dTrH4ti",,Se Two in connection to the attack of Empire star SE un ma tye MAKE GREAT Nee ie
Political,maga,1298694913685676032,./data_Political/maga/tweets4/EgXkIs5WsAU9gyl.jpg,,"Pam Bondi, former prosecutor and Florida Attorney General would make a great replacement for Christopher Wray as FBI Director. #MAGA https://t.co/DT8dTj59ca",,Ce
Boomer,karen,1290718991422562304,./data_Boomer/karen/tweets1/EemOFLbXsAA8W2f.jpg,,"Watch the full video on #YouTube at https://t.co/9PHNM7g2nE
@mrkennethwilson @dkhasar 

#tuesdaymood #podcasts #BlackLivesMatter #BlackTwitter #Karen https://t.co/zCPwKmCn2Y",,COMMUNITY COALITION SHOW EPISODE aes
Political,Trump2020,1293042680444805121,./data_Political/Trump2020/tweets2/EfHPdrFVoAECwD8.jpg,,"Fredo’s brother Andrew says he already investigated his murderous behavior himself, and found himself innocent. (Janice lost both her in-laws)
#Trump #maga #gop #potus #dems
#seanhannity #tuckercarlsontonight #ingrahamangle #realDonaldTrump #Trump2020 #wattersworld https://t.co/ZclYFoBVXK",,ey DEAN FOX NEWS
Boomer,trumpliesamericansdie,1292211354628231170,./data_Boomer/trumpliesamericansdie/tweets2/Ee7bYPuXYAAWQo1.jpg,,"@SpiroAgnewGhost @Ty___Webb @realDonaldTrump I wouldn't say it's amazing to watch but it's certainly shocking, heartbreaking, &amp; disgusting to watch.😥

#RidenWithBiden2020
#TrumpLiesAmericansDie https://t.co/xLeGntOxkP",,AD WITH
Immigration,cdnpoli,1293216614209531904,./data_Immigration/cdnpoli/tweets2/EfJtqC3XoAEXdN6.png,./annotation_data/Immigration/EfJtqC3XoAEXdN6.png,"We grieve with Darian's friends and family and extend our deepest condolences. We are also outraged at the tremendous failure of the justice and law enforcement systems to prevent this violence against her. #femicide #cdnpoli #endVAW 
https://t.co/9O2nR6osuM https://t.co/VONZI8CC8J",,Da ni on
Boomer,karen,1290388673943482370,./data_Boomer/karen/tweets1/EehhpuTX0AIQbJx.jpg,,LAST NIGHT'S SHOW WAS EPIC! Check it out now! D-Railed Episode 125: KAREN AWARDS - Florida Man Clings on Hood of Truck - Margot Kagan Staples Thrown Down https://t.co/IMVU83n87h In the ABOVE YOUTUBE LINK! #KarensGoneWild #Karen #Karens #KarenStrikesAgain #KarenOfTheYear https://t.co/0ohKIVASSG,,EN re ad
Immigration,refugees,1290319894664249346,./data_Immigration/refugees/tweets1/EeghGt9UYAcR_ks.jpg,./annotation_data/Immigration/EeghGt9UYAcR_ks.jpg,"#democrat #socialists 
#dnc 
#msm  
#antifa 
#blm  
#riots 
#looting 
#murder 
#voterfraud 
Failed #socialist policies
Unfettered #illegalimmigration 
fake ""#refugees""

#democratsaredestroyingAmerica https://t.co/bpZV317ZAE",,ne Ne
Vaccine,VaccinesWork,1297361873520586752,./data_Vaccine/VaccinesWork/tweets4/EgEnvuiUcAEr2ko.jpg,./annotation_data/Vaccine/EgEnvuiUcAEr2ko.jpg,"V A C C I N E S are like a box of chocolates, you never know which one you’re gonna get

#VaccinesWork
#vaccines
#VaccineInjury https://t.co/oog30qsY3K",,are like hox of Pa Eczema Encephalitis Si ae Autism Brin Asthma Cancer Damage ad BA Syndrome Disability itself You never Know you re
Boomer,trumpliesamericansdie,1290197552499838977,./data_Boomer/trumpliesamericansdie/tweets1/Eeez1drWsAE-_-L.jpg,,"@realDonaldTrump not written by you,
based on fictitious pipe dreams,
add it to the lies 

#tRUmpVirus #haiku #tRUmpLiesAmericansDie #GestapOtRUmp https://t.co/VXPcGv0ITU",,HE
Mask,facemasks,1292491383643811841,./data_Mask/facemasks/tweets2/Ee_aEEXXkAA5bvL.jpg,,"Manners maketh women @Redbubble.

https://t.co/mMxmu3BpMy

#AnimalsOnDemand #printondemand #printables #Design #tshirts #tshirtprint #homedecor #phonecase #tapestry #bathmat #facemasks #stickers #shopping #onlineshopping #daughter #mother #family #love #women #girls #feminism https://t.co/YYa8AmQQ3O",,is eye es
Boomer,covididiot,1293795507932991488,./data_Boomer/covididiot/tweets2/EfR8KFrXgAE5Nes.jpg,,"226,153 people confirmed positive 
4,456 people dead. 
#Coronavirus #Georgia
August 12, 2020

#Georgia #Republican Governor Kemp has been exceptionally great at constantly being a #covididiot - #GOPisCorrupt

#TrumpCoronavirusTestFailure https://t.co/otPNaLOYMh",,THE GOVERNOR
Immigration,cdnpoli,1291918219360559105,./data_Immigration/cdnpoli/tweets2/Ee3Qwb6XgAEUlw8.jpg,./annotation_data/Immigration/Ee3Qwb6XgAEUlw8.jpg,I think I know one of the subjects @charlesadler and I will be discussing tonight on his show. #cdnpoli https://t.co/qWgNwuJ9Cg,,id Tie eat cee now Jot high school world report POLITICS government paying to firm husband to alas Mac program
Political,trumpvirus,1295432057460420609,./data_Political/trumpvirus/tweets3/EfpMlmnUMAIN5dy.jpg,,@Jim_Jordan STOP CLOSING POLLING LOCATIONS! #TrumpVirus #VoterSuppression #AmericaOrTrump #VoteBlueToSaveAmerica #SaveTheUSPS #ProtectUSPSwhistleblowers #GOPComplicitTraitors #GOPBetrayedAmerica #BidenHarris2020ToSaveAmerica https://t.co/aOsjzDhYkO,,SIT DOWN AND SHUT UP
Immigration,cdnpoli,1298326405953081346,./data_Immigration/cdnpoli/tweets4/EgSUrsqXoAMEAoe.jpg,./annotation_data/Immigration/EgSUrsqXoAMEAoe.jpg,"The UCC congratulates the Hon. @ErinOTooleMP on his election as leader of the @CPC_HQ &amp; Leader of the Official Opposition. We look forward to continuing to work closely with Mr. O’Toole on issues of importance to our community. #cdnpoli 
https://t.co/dmz3hb4hqo https://t.co/1LrVdipvHN",,ti if io as
Mask,facemasks,1298014079962025984,./data_Mask/facemasks/tweets4/EgN47R9XgAEtMOr.jpg,,"A selection ""Day of The Dead "" style face masks. NY creations @Charity01346588 
#facemasks 
#skullrose
#diadelosmuertos
#dayofthedead https://t.co/KLOIShuIbE",,aa we an ay
Immigration,cdnpoli,1291237801623728128,./data_Immigration/cdnpoli/tweets1/Eetl7sxWsAAmVaQ.jpg,./annotation_data/Immigration/Eetl7sxWsAAmVaQ.jpg,"@PeterMacKay 🍁 Petty father of ⓷ young ones, watch + learn; mosr importantly, grow up, Peter ‼
#Canada    #CDNpoli    #canpoli   #polcan https://t.co/uCpbO9c5WU",,he Min
Vaccine,covidvaccine,1297529546036531200,./data_Vaccine/covidvaccine/tweets4/EgG-bb6UEAY_2Nn.jpg,./annotation_data/Vaccine/EgG-bb6UEAY_2Nn.jpg,Just back from the @MOFA_Taiwan bio industry visit. Impressive work on #CovidVaccine rapid tests #PPE Canada looking to partner. Thanks #medigen #基亞生物科技股份有限公司 #GFUN #NHRI #財團法人國家衛生研究院 #singtex #taidoc #Icares #GBC #普生股份有限公司 https://t.co/49UZj5TKlq,,ie mi Par ae ma
Vaccine,CoronavirusVaccine,1293120661578104832,./data_Vaccine/CoronavirusVaccine/tweets2/EfIWYT-WsAEazoW.jpg,./annotation_data/Vaccine/EfIWYT-WsAEazoW.jpg,"#Russia Russian President Vladimir Putin has said that Russia has approved first coronavirus vaccine. He added that daughter has been vaccinated. 
#CoronavirusVaccine 
#coronavirus 
#RussianVaccine https://t.co/uGtqolay9S",,iN VACCINE Se of at la PRESIDENT HIS OWN DAUGHTER BEEN WITH THE VACCINE
AsianHate,ChinaVirus,1295903366393016320,./data_AsianHate/ChinaVirus/tweets3/Efv5M2TXsAIoIiF.jpg,,Remember when Jesus had to speak in parables. An ingredient in Tonic Water Works on #COVID19 #ChinaVirus O ye of little Faith @jack https://t.co/P507zdBG5O,,AND WILL STRIKE DOWN UPON THEE WITH GREAT VENGEANCE AND FURIOUS ANGER
Vaccine,CoronavirusVaccine,1293144183520153601,./data_Vaccine/CoronavirusVaccine/tweets2/EfIrxeOVAAY1KkU.jpg,./annotation_data/Vaccine/EfIrxeOVAAY1KkU.jpg,"#CoronavirusVaccine #RussianVaccine

Putin RN: https://t.co/HcFGeeO5sr",,en eS vaccine
Vaccine,COVID19Vaccine,1297957738069110784,./data_Vaccine/COVID19Vaccine/tweets4/EgNFrqDU4AAnVOF.jpg,./annotation_data/Vaccine/EgNFrqDU4AAnVOF.jpg,"@briantylercohen @realDonaldTrump needs Russian #COVID19vaccine

Putin gives him one dose  

👇 https://t.co/yO1EUpzGEL",,Go aA gen cate
Mask,facemasks,1298151019591790592,./data_Mask/facemasks/tweets4/EgP1XuNUMAEPfxJ.jpg,,#darthmaul Printed dust-proof PM2.5 mask with filter to prevent sun and ultraviolet rays https://t.co/Ru79lofOzU #healthy #facemasks https://t.co/PSyrhItMZB,,Ya ey
Boomer,trumpliesamericansdie,1289650003942793216,./data_Boomer/trumpliesamericansdie/tweets1/EeXB1nAX0AEMfGl.jpg,,"@realDonaldTrump Changes will be made this November.
We will #VoteBlue and help @JoeBiden kick inept, racist, liar, corrupt, lazy @realDonaldTrump out of the @WhiteHouse 

#VoteBlueToSaveAmerica #TrumpLiesAmericansDie 

https://t.co/Mr6m9YYthz https://t.co/DqczsklOcD",,ie JOE te
Political,Trump2020,1295064260767178752,./data_Political/Trump2020/tweets3/Efj9u5sUcAAkTVg.jpg,,This photo truly represents Trump and his followers. #Trump2020NowMoreThanEver #Trump2020 #TrumpIsALaughingStock https://t.co/U0RRLn68mP,,ae it pa na ye Se wo THIS IS WHAT WHEN HE MAKE GREAT AGAIN
Immigration,cdnpoli,1299509736669413380,./data_Immigration/cdnpoli/tweets5/EgjJNgzWAAcKIyU.jpg,./annotation_data/Immigration/EgjJNgzWAAcKIyU.jpg,"@Super70sSports It's gotta be All Along the Watchtower, right? #cdnpoli https://t.co/coHT31xYbX",,wed AS
Political,maga,1290818859658874880,./data_Political/maga/tweets1/EenouT4XgAAgHFL.jpg,,"Good evening! S/O #Followers #Followings #RTs #MTs Thank you for following, caring &amp; sharing ❤️❤️❤️❤️#TeamSpirit #WashHands #WearMasks #SocialDistancing #CleanSurfaces #StaySafe #MAGA #KAG  stay #focused stay #consistent stay #positive    Have a great #TuesdayEvening ((*_*)) Best https://t.co/PGgJ88Forr",,ey Ay ant ae
Immigration,buildthewall,1293367806076092416,./data_Immigration/buildthewall/tweets2/EfL3KnQXkAEDcyF.jpg,./annotation_data/Immigration/EfL3KnQXkAEDcyF.jpg,"30 ft. To 18 ft. Transitions #BorderWall in the middle of the wall

#BuildTheWall #FinishTheWall
thanks @dontreadthis97
#QuikTake qt-twall-939 by #borderObserver https://t.co/hhz0E91x2q",,As li
AsianHate,ChinaVirus,1295767196119883781,./data_AsianHate/ChinaVirus/tweets3/Eft9ZS_UwAIy9HN.jpg,,"@CyrusAParsa1 Yup, CCP pay hard work on it. #ChinaVirus #CCP_is_terrorist #Chinazi https://t.co/JTlUc4e0bc",,Ah ae ad We
